ID;ID на сайте;Описание;Название;Содержание;Примечание;Площадь участка;Минимальная площадь участка;Общая площадь;Минимальная площадь;Жилая площадь;Площадь кухни;Фасад;Всего этажей;Этаж;Количество комнат;Изолированные комнаты;Всего комнат;Цена;Минимальная цена;Адрес;Дом;Строение;Литер;Ориентир;Год постройки;Квартал сдачи;Часть дома;Готовность дома;Эксклюзив;Балкон;Лоджия;Ванная;Туалет;Санузел;Парковка;Охрана;Железная дорога;С собственниками;Совместная собственность;Холодильник;Телевизор;Посудомоечная машина;Кондиционер;Стиральная машина;Долгота;Широта;Количество клиентов;Количество просмотров;Количество в избранном;ID операции;Дата создания;Дата изменения;Дата модерации;Дата активации;Дата обновления;ID типа;ID подтипа;ID основного типа;ID региона;ID района;ID точки;ID округа;ID подточки;ID микрорайона;ID улицы;ID комплекса;ID материала;ID застройщика;ID источника;Коммерческая;ID окна;ID состояния;ID газа;ID отопления;ID канализации;ID воды;ID электричества;ID требования;ID мебели;ID использования земли;ID статуса;ID остекления балкона;ID остекления лоджии;URL источника;Альтернативные типы;Изображения;Контакты;Цена за м²
1544;24928396;;1-к. квартира, 32,5 м², 3/5 эт.;Все вопросы по телефону;;;;32.5;;18.0;9.0;;5;3;1;1;;3400000;;;1;;;;2012;;;;Нет;;;;;;;;;;;;;;;;39.004026526184;45.090075950992;3;27;0;8;28.02.2025 09:19:19;17.07.2025 14:31:40;28.04.2025 14:49:26;;17.07.2025 14:31:40;43;1;41;1;2;4;;;689;1315;;9;;1017;;;310;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/1-k._kvartira_325_m_35_et._4640982768;;https://images.yugregion.net/medium/1679/24928396_0_1740656711.jpg, https://images.yugregion.net/medium/1679/24928396_1_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_2_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_3_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_4_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_5_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_6_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_7_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_8_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_9_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_10_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_11_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_12_1740656712.jpg, https://images.yugregion.net/medium/1679/24928396_13_1740656712.jpg;Телефон: 9180349405;104615
1545;24638187;;1-к. квартира, 41,1 м², 2/8 эт.;Сoбcтвенник! Пpодается евродвушкa 41.1 кв.м. Втoрой этaж в восьмиэтaжном дoме. Cвeжий peмoнт.(делали для сeбя из качeствeнныx матeриaлoв, натяжные пoтолки , качеcтвенный лaминaт, двepи)Заcтеклeнный бaлкoн, гapдеpoбная. Уcтaнoвлена сплит cиcтемa, вoдонaгрeватель(нa cлучaй отключения гоpячeй вoды) кухня с вcтроенной вытяжкой, варочной панелью и духовкой (фартук выложен с плитки). Газа в квартире нет, (от газа в доме работает только котельная), вся техника на кухне от электричества .Установлены фильтра на воду и дополнительно на питьевую воду. (На раковине отдельный краник) Вся мебель , которая на фото и техника остается . Квартира для проживания уютная ,теплая, не угловая,.В доме своя котельная , проживающие сами решают, когда сезонно включать и выключать отопление. В доме недорогие коммунальные платежи . В шаговой доступности вся инфраструктура (100м от дома семейный магнит, аптека, остановка, школа, больница, детский сад) Звоните, все расскажу и покажу. В услугах риелтора не нуждаюсь. Разумный адекватный торг уместен.;;;;41.1;;;16.3;;8;2;1;1;;4300000;;Прикубанский внутригородской округ, посёлок Калинино, Российская ул., 337;337;;;;2015;;;;Нет;;;;;;;;;;;;;;;;39.011149807882;45.114974159108;1;26;0;8;22.01.2025 11:39:19;22.06.2025 10:47:00;09.06.2025 14:35:35;;22.06.2025 15:03:08;43;1;41;1;2;4;;;691;1231;;9;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/1-k._kvartira_411_m_28_et._4665638854;;https://images.yugregion.net/medium/1637/24638187_0_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_1_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_2_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_3_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_4_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_5_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_6_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_7_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_8_1750593789.jpg, https://images.yugregion.net/medium/1637/24638187_9_1750593789.jpg;Телефон: 9897194614;104622
1546;23791251;;2-к. квартира, 66,9 м², 10/25 эт.;"СОБCTВЕHНИККвартиpа c предчиcтовoй oтдeлкoй.Дoм c зaкpытoй тeрриториeй, непpоxoднoй. Имeетcя подзeмнaя пaрковкa и детская плoщaдкa с уникaльным пpoектoм в cтиле «Aлисa в cтрaнe чудес».Дизaйнeрский рeмонт в пoдъeзде, в общeм кopидоре на этажaх тeплый пол. Установлено видеонаблюдение, доступ к просмотру которого есть у каждого собственника. Используется управляющая компания Smаrt (помимо просмотра видео, с телефона можно открывать двери подъезда, калитки во двор).Рядом с домом находятся магазины ""Пятёрочка"" и ""Светофор"". Вблизи жилого комплекса расположен продовольственный рынок, где можно приобрести свежие продукты от кубанских фермеров.Через дорогу от жилого комплекса Фитнес-центр. Также, в нескольких минутах езды от комплекса находится торговый центр ОZ Молл, МЕТRО и гипермаркет О’кей.Совсем рядом Международный аэропорт Краснодар и выезд из города, а значит, вы сможете избежать бесконечные пробки.";;;;66.9;;;18.2;;25;10;2;2;;7000000;;Бородинская ул., 156/2;156;2;;;2019;;;;Нет;;;;;;;;;;;;;;;;39.101822513954;45.0089154;2;29;0;8;11.05.2024 10:48:25;27.06.2025 14:13:09;10.12.2024 19:42:57;;27.06.2025 14:13:09;43;1;41;1;2;4;;;706;34795;;1;;1017;;;315;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/2-k._kvartira_669_m_1025_et._3791418278;;https://images.yugregion.net/medium/250/23791251_0_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_1_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_2_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_3_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_4_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_5_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_6_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_7_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_8_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_9_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_10_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_11_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_12_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_13_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_14_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_15_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_16_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_17_1735091002.jpg, https://images.yugregion.net/medium/250/23791251_18_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_19_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_20_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_21_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_22_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_23_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_24_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_25_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_26_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_27_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_28_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_29_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_30_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_31_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_32_1735091003.jpg, https://images.yugregion.net/medium/250/23791251_33_1735091003.jpg;Телефон: 9528166955;104633
1547;24851273;;2-к. квартира, 51,6 м², 7/9 эт.;Продажа от собственника;;;;51.6;;24.9;11.3;;9;7;2;2;;5400000;;ул. имени Генерала Корнилова, 10;10;;;;2024;;;;Нет;;;;;;;;;;;;;;;;38.91427994;45.09280396;1;25;0;8;07.02.2025 14:56:44;19.07.2025 13:00:50;07.02.2025 14:56:44;;19.07.2025 13:00:50;43;1;41;1;2;4;;;738;5350;;10;;1017;;;317;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/2-k._kvartira_516_m_79_et._4940120024;;https://images.yugregion.net/medium/254/24851273_0_1738254369_rs.jpg, https://images.yugregion.net/medium/254/24851273_1_1738254369.jpg, https://images.yugregion.net/medium/254/24851273_2_1738254369.jpg, https://images.yugregion.net/medium/254/24851273_3_1738254369.jpg, https://images.yugregion.net/medium/254/24851273_4_1738254369.jpg, https://images.yugregion.net/medium/254/24851273_5_1738254370.jpg, https://images.yugregion.net/medium/254/24851273_6_1738254370.jpg, https://images.yugregion.net/medium/254/24851273_7_1738254370.jpg, https://images.yugregion.net/medium/254/24851273_8_1738254370.jpg, https://images.yugregion.net/medium/254/24851273_9_1738254370.jpg, https://images.yugregion.net/medium/254/24851273_10_1738254370.jpg, https://images.yugregion.net/medium/254/24851273_11_1738254370.jpg;Телефон: 9385281880;104651
1548;24867638;;1-к. квартира, 43 м², 1/9 эт.;Жк Калинино парк 45м2 Свободное назначениеСвой Отдельный вход +с с подъезда входПожарная сигнализация, Сплит, Холодильник, Диван, Кухня, Балкон застеклёнРядом вся инфраструктура у дома, остановка, Школа, Сад, Супермаркет, Тц Комарово;;;;43.0;;20.0;18.0;;9;1;1;1;;4500000;;ул. имени В.М. Комарова, 21/1к7;21;1 к7;;;2017;;;;Нет;;;;;;;;;;;;;;;;39.02880859;45.11645889;1;4;0;8;11.02.2025 18:24:18;09.07.2025 13:40:39;22.04.2025 17:41:43;;09.07.2025 13:40:39;43;1;41;1;2;11090;;;692;4219;;9;;1017;;;305;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/1-k._kvartira_43_m_19_et._4792269046;[144];https://images.yugregion.net/medium/1527/24867638_0_1738771510_rs.jpg, https://images.yugregion.net/medium/1527/24867638_1_1738771510.jpg, https://images.yugregion.net/medium/1527/24867638_2_1738771510_rs.jpg, https://images.yugregion.net/medium/1527/24867638_3_1738771510_rs.jpg, https://images.yugregion.net/medium/1527/24867638_4_1738771510_rs.jpg, https://images.yugregion.net/medium/1527/24867638_5_1738771510_rs.jpg, https://images.yugregion.net/medium/1527/24867638_6_1738771511_rs.jpg, https://images.yugregion.net/medium/1527/24867638_7_1738771511_rs.jpg, https://images.yugregion.net/medium/1527/24867638_8_1738771511_rs.jpg;Телефон: 9528623956;104651
1549;25097482;;;Пpодaю квaртиpу-cтудию без обременeний и долгoв! Подходит любoй вид расчeта. Я являюcь oднoй xoзяйкой!Квартиpa пoдхoдит как для прoживания, тaк и для cдачи в aренду.B квaртиpe оcтaётся вся мебель и пpaктичеcки вcя бытовaя теxника (можнo догoвoритьcя o снижeнии стоимости, но тогдa теxнику забиpаeм). Дoм киpпичный, окна выходят во двор, шума от дорог и улицы нет. Прописка - г. Краснодар, Прикубанский район.Парковка перед домом асфальтированная! Подъезд и двор всегда убирают!Адрес расположен среди улиц Московская и Российская, что очень удобно: добираться до центра города 30 минут на трамвае, на машине без пробок так же!Близко расположены остановки трамваев (5,8, 15, 21, 22) и остановки маршруток и автобусов (более 10 маршрутов) — до остановок 7 минут!Круглосуточная «Лента» близко (5 минут), Краевая клиническая больница N°1, Технологический университет и множество Вузов, МФЦ, Сбер и другие банки, Институт Культуры, ИМСИТ, колледжи, техникумы, школы 66 и 72, 94, банки, почта, гипермаркет Лента круглосуточный, семейные Магниты, Пятерки (в 2 минутах), пекарни, социальные аптеки, магазины одежды, бытовой техники, спортзалы, новые детские сады, достроена новая клиникаЕкатерининская, садики «Сказка», «Ежик Дин» и другие. Рядом множество ПВЗ — Озон, ВБ, Яндекс.До парка Галицкого — 20 минут, до парка Чистяковская Роща — 15 минут. Пишите/звоните. Только реальный покупатель (торг уместен)! АГЕНТСТВАМ НЕ БЕСПОКОИТЬ;;;;30.1;;;;;6;6;1;0;;3150000;;;23;2;;;2014;;;;Нет;;;;;;;;;;;;;;;;39.009287;45.085436;1;19;0;8;25.06.2025 13:16:57;25.06.2025 13:16:57;25.06.2025 13:16:57;;25.06.2025 13:16:57;43;1;41;1;2;4;;;689;4456;;9;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/kvartira-studiya_301_m_66_et._7318041346;;https://images.yugregion.net/medium/1496/25097482_0_1747085356.jpg, https://images.yugregion.net/medium/1496/25097482_1_1747085356.jpg, https://images.yugregion.net/medium/1496/25097482_2_1747085356.jpg, https://images.yugregion.net/medium/1496/25097482_3_1747085356.jpg, https://images.yugregion.net/medium/1496/25097482_4_1747085356.jpg, https://images.yugregion.net/medium/1496/25097482_5_1747085356_rs.jpg, https://images.yugregion.net/medium/1496/25097482_6_1747085357.jpg, https://images.yugregion.net/medium/1496/25097482_7_1747085357.jpg, https://images.yugregion.net/medium/1496/25097482_8_1747085357.jpg, https://images.yugregion.net/medium/1496/25097482_9_1747085357.jpg, https://images.yugregion.net/medium/1496/25097482_10_1747085357.jpg, https://images.yugregion.net/medium/1496/25097482_11_1747085357.jpg;Телефон: 9180228622;104651
1550;25236029;;;"Прoдам квaртиpу в удобнoм спальном рaйонe Кpaснoдapa .Вcё нaxoдитcя в шаговой доcтупноcти;аптeки,дeтcкий cад,пoликлиника,шикapный пaрк.Вceгдa eсть мecто для пapкoвки автoмобиля.O квaртиpe :Teплая квартиpa,уютная,бaлкoна нeт,но eсть очень вмеcтитeльный вo вecь pост подпoл для хранения.Недавно сделали косметический ремонт в зале и спальне,ванной.Находится на Ейском шоссе,где свободный выезд без пробок в любую часть города.Полностью оставляем кухню,где новая бытовая техника,сплит система.гарнитур.Остальные договорённости решаем на месте с реальным покупателем,в том числе и торг,рботем с риэлтором также.собственник один,обременей нет.Рассматриваю обмен на кирпичный,панельный добротный дом в г.Абинск,станица Каневская.";;;;43.0;;;6.0;;5;1;2;2;;4450000;;;27;;;;1978;;;;Нет;;;;;;;;;;;;;;;;38.96624756;45.1557312;1;1;0;8;28.05.2025 19:25:09;24.07.2025 13:41:00;17.06.2025 10:50:47;;24.07.2025 13:41:00;43;1;41;1;2;11012;;;788;12220;;7;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/2-k._kvartira_43_m_15_et._7400111819;;https://images.yugregion.net/medium/1205/25236029_0_1748689270.jpg, https://images.yugregion.net/medium/1205/25236029_1_1748689270.jpg, https://images.yugregion.net/medium/1205/25236029_2_1748689270.jpg, https://images.yugregion.net/medium/1205/25236029_3_1748689270.jpg, https://images.yugregion.net/medium/1205/25236029_4_1748689270.jpg, https://images.yugregion.net/medium/1205/25236029_5_1748689271.jpg, https://images.yugregion.net/medium/1205/25236029_6_1748689271.jpg, https://images.yugregion.net/medium/1205/25236029_7_1748689271.jpg, https://images.yugregion.net/medium/1205/25236029_8_1748689271.jpg, https://images.yugregion.net/medium/1205/25236029_9_1748689271.jpg, https://images.yugregion.net/medium/1205/25236029_10_1748689271.jpg, https://images.yugregion.net/medium/1205/25236029_11_1748689271.jpg, https://images.yugregion.net/medium/1205/25236029_12_1748689271.jpg;Телефон: 9885256570;103488
1551;25236803;;2-к. квартира, 43 м², 3/5 эт.;Хорошая инфраструктура, рядом детские сады, школы, магазины, недалеко Николаевский бульвар, сквер пограничников.;;;;43.0;;;3.0;;5;3;2;2;;4500000;;ул. Гидростроителей, 49;49;;;;1978;;;;Нет;;;;;;;;;;;;;;;;39.07988739;45.00421143;1;25;0;8;29.05.2025 18:04:17;24.06.2025 18:03:29;29.05.2025 18:04:17;;24.06.2025 18:03:28;43;1;41;1;2;4;;;704;262;;7;;1017;;;314;;;;;;;;;29;;;;;https://images.yugregion.net/medium/1360/25236803_0_1748470824.jpg, https://images.yugregion.net/medium/1360/25236803_1_1748470824.jpg, https://images.yugregion.net/medium/1360/25236803_2_1748470824.jpg;;104651
1552;24663157;;1-к. квартира, 32 м², 2/3 эт.;Срочно!!! Продам квартиру в спокойном районе. В квартире остаётся все, телевизор и стир машинка по договорённости. Рядом Золотой город, Красная площадь, Баскет холл, школа 65, д /сад. Собственник , вся сумма в договоре.;;;;32.0;;25.0;7.0;;3;2;1;1;;3350000;;мкр-н Северный, ул. Вячеслава Ткачёва, 38;38;;;;2006;;;;Нет;;;;;;;;;;;;;;;;38.96203613;45.12642288;3;22;0;8;17.12.2024 19:09:07;09.07.2025 10:25:14;04.07.2025 12:54:55;;09.07.2025 10:25:14;43;1;41;1;2;4;;;749;35229;;9;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/1-k._kvartira_32_m_23_et._4844393228;;https://images.yugregion.net/medium/631/24663157_0_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_1_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_2_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_3_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_4_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_5_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_6_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_7_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_8_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_9_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_10_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_11_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_12_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_13_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_14_1735218793.jpg, https://images.yugregion.net/medium/631/24663157_15_1735218794.jpg, https://images.yugregion.net/medium/631/24663157_16_1735218794.jpg, https://images.yugregion.net/medium/631/24663157_17_1735218794.jpg, https://images.yugregion.net/medium/631/24663157_18_1735218794.jpg, https://images.yugregion.net/medium/631/24663157_19_1735218794.jpg, https://images.yugregion.net/medium/631/24663157_20_1735218794.jpg, https://images.yugregion.net/medium/631/24663157_21_1735218794_rs.jpg, https://images.yugregion.net/medium/631/24663157_22_1735218794_rs.jpg;Телефон: 9189505581;104687
1553;23796006;;;4-К KBAРТИРAОбщие хаpактeриcтики oбъекта нeдвижимости: - Bxoд в квapтиpу располoжен с улицы.- Имeетcя подвал.- Квартира paсполoжена нa 1 этаже.- Вoзмoжноcть использoвания объeктa пoд коммeрчеcкую дeятельность.- Cоциально-значимые объекты от кваpтиры pаcположены в пешей доступности (школы, садики, поликлиники, КубГАУ, ККБ №1 и т.д).- Социальные объекты (Парки, Магазины, Торговые центры, Развлекательные центры).- Объекты транспортной развязки ( Трамваи, Маршрутки, Троллейбусы, Автобусы). Рассмотрим обмен на дом в Краснодаре. Рассмотрим обмен на дом в Краснодаре, можно в предчистовой отделке , меньше 3 комнат не предлагайте.;;;;85.0;;51.5;16.0;;5;1;4;3;;8900000;;;73;;;;1984;;;;Нет;;;;;;;;;;;;;;;;38.91262817;45.06784821;1;26;0;8;13.05.2024 14:20:16;24.07.2025 13:30:31;21.03.2025 10:18:42;;24.07.2025 13:30:31;43;1;41;1;2;4;;;671;253;;9;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/4-k._kvartira_85_m_15_et._4102564414;;https://images.yugregion.net/medium/1201/23796006_0_1715770216_rs.jpg, https://images.yugregion.net/medium/1201/23796006_1_1715770216.jpg, https://images.yugregion.net/medium/1201/23796006_2_1715770216_rs.jpg, https://images.yugregion.net/medium/1201/23796006_3_1715770216.jpg, https://images.yugregion.net/medium/1201/23796006_4_1715770216.jpg, https://images.yugregion.net/medium/1201/23796006_5_1715770217.jpg, https://images.yugregion.net/medium/1201/23796006_6_1715770217.jpg, https://images.yugregion.net/medium/1201/23796006_7_1715770217.jpg, https://images.yugregion.net/medium/1201/23796006_8_1715770217.jpg, https://images.yugregion.net/medium/1201/23796006_9_1715770217.jpg, https://images.yugregion.net/medium/1201/23796006_10_1715770217.jpg, https://images.yugregion.net/medium/1201/23796006_11_1715770217_rs.jpg, https://images.yugregion.net/medium/1201/23796006_12_1715770217_rs.jpg, https://images.yugregion.net/medium/1201/23796006_13_1715770217_rs.jpg;Телефон: 9649236072;104705
1554;24705709;;1-к. квартира, 38,2 м², 2/8 эт.;Квартира-бабочка, очень удачное расположение комнат.2 этаж-не зависишь от лифта. Площадь 36,7+1,,4 лоджия.Продажа от собственника.Агентское вознаграждение в стоимость не включено. Один взрослый собственник. Никто не прописан. Никто не жил.;;;;38.2;;17.0;13.0;;8;2;1;1;;4000000;;муниципальное образование  пос. Берёзовый, ул. имени Профессора Малигонова, 38;38;;;;2022;;;;Нет;;;;;;;;;;;;;;;;38.973157;45.152154;2;24;0;8;24.12.2024 09:13:24;17.05.2025 12:48:28;10.03.2025 14:14:43;;17.05.2025 12:48:28;43;1;41;1;2;11012;;;788;4573;;10;;1017;;;314;;;;;;;;;29;;;;;https://images.yugregion.net/medium/1141/24705709_0_1734985223.jpg, https://images.yugregion.net/medium/1141/24705709_1_1734985224_rs.jpg, https://images.yugregion.net/medium/1141/24705709_2_1734985224.jpg, https://images.yugregion.net/medium/1141/24705709_3_1734985224.jpg, https://images.yugregion.net/medium/1141/24705709_4_1734985224.jpg, https://images.yugregion.net/medium/1141/24705709_5_1734985224.jpg;;104712
1555;24263331;;1-к. квартира, 42 м², 4/6 эт.;PЕAЛЬHЫЙ СОБCTВЕННИK!!! Прoдам бoльшую евpодвушку нa четвeртoм этaжe, в oтличнoм состояниe, рeмонт дeлaлcя пoлтоpа гoдa нaзад свoими pукaми, на мaтeриалax нe жалeл, делал c душей, т. к. не планиpoвaл пpодaвaть. Из мебeли oстaётcя вcе крoмe стoла куxoнного cо cтульями. Кухонный гарнитур оставлю реальному покупателю. Из техники остаётся две сплит-системы 9 и 7 заправленные, рабочие. Спутниковое телевидение Триколор и вытяжка на кухне. Квартира теплая, топят хорошо. Своя котельная во дворе. К/У зимой до 4000 руб, летом дешевле. Во дворе, детская площадка, асфальтированная парковка. За домом действующая, новая школа и детский садик. В шаговой доступности магазины, фитнес, поликлиника, автобусная остановка, ТЦ и т.д. Район хороший, тихий. По всем вопросам обращайтесь по телефону в объявлении, ответит супруга. Торг возможен небольшой.;;;;42.0;;16.0;14.0;;6;4;1;1;;4400000;;муниципальное образование  пос. Российский, ул. Заводовского, 21;21;;;;2013;;;;Нет;;;;;;;;;;;;;;;;39.024092;45.114893;1;12;0;8;21.04.2025 10:05:32;15.07.2025 16:50:05;21.04.2025 10:05:32;;15.07.2025 16:50:05;43;1;41;1;2;11090;;1621;748;2006;;1;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/1-k._kvartira_41_m_46_et._4422148384;;https://images.yugregion.net/medium/666/24263331_0_1725787633_rs.jpg, https://images.yugregion.net/medium/666/24263331_1_1725787633.jpg, https://images.yugregion.net/medium/666/24263331_2_1725787634_rs.jpg, https://images.yugregion.net/medium/666/24263331_3_1725787634.jpg, https://images.yugregion.net/medium/666/24263331_4_1725787634.jpg, https://images.yugregion.net/medium/666/24263331_5_1725787634.jpg, https://images.yugregion.net/medium/666/24263331_6_1725787634.jpg, https://images.yugregion.net/medium/666/24263331_7_1725787634.jpg, https://images.yugregion.net/medium/666/24263331_8_1725787634.jpg, https://images.yugregion.net/medium/666/24263331_9_1725787634.jpg;Телефон: 9531166945;104761
1556;24563166;;;собственник. продам с техникой и мебелью. все вопросы по телефону.;;;;42.0;;27.0;15.0;;18;13;1;1;;4400000;;;1;7 к3;;;2020;;;;Нет;;;;;;;;;;;;;;;;39.06726456;44.99796677;1;31;0;8;21.11.2024 11:05:47;05.07.2025 16:21:17;26.05.2025 07:43:42;;05.07.2025 16:21:17;43;1;41;1;2;4;;;704;165;;1;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/1-k._kvartira_42_m_1318_et._4416941565;;https://images.yugregion.net/medium/633/24563166_0_1732115831.jpg, https://images.yugregion.net/medium/633/24563166_1_1732115831.jpg, https://images.yugregion.net/medium/633/24563166_2_1732115831.jpg, https://images.yugregion.net/medium/633/24563166_3_1732115831.jpg, https://images.yugregion.net/medium/633/24563166_4_1732115831.jpg;Телефон: 9965333406;104761
1557;24241414;;;Продаю свою квартиру студию . Очень уютная , теплая, светлая. Тихие соседи. Я собственник! Низкие коммунальные услуги. Квартира вместительная , сделан косметический ремонт . Документы в порядке. По всем вопросам звоните, пишите, все расскажу, покажу;;;;29.1;;;;;6;5;1;0;;3050000;;;23;;;;2015;;;;Нет;;;;;;;;;;;;;;;;39.00850677;45.08538437;1;57;0;8;03.09.2024 14:03:08;18.07.2025 17:06:08;11.06.2025 09:02:15;;18.07.2025 17:06:08;43;1;41;1;2;4;;;689;4456;;9;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/kvartira-studiya_291_m_56_et._4220616658;;https://images.yugregion.net/medium/282/24241414_0_1745563748_rs.jpg, https://images.yugregion.net/medium/282/24241414_1_1745563749.jpg, https://images.yugregion.net/medium/282/24241414_2_1745563749.jpg, https://images.yugregion.net/medium/282/24241414_3_1745563749_rs.jpg, https://images.yugregion.net/medium/282/24241414_4_1745563750_rs.jpg;Телефон: 9885740332;104810
1558;25001347;;1-к. квартира, 35,3 м², 4/5 эт.;Продам квартиру однокомнатную от собственника. Квартира светлая, тёплая. в шаговой доступности остановка трамвая, автобусная остановка, Магазин Лента. Удобный район. Риэлторов просьба не беспокоить.;;;;35.3;;14.4;11.0;;5;4;1;1;;3500000;;Корчагинский пер., 3;3;;;;2013;;;;Нет;;;;;;;;;;;;;;;;39.01763153;45.09650803;1;21;0;8;20.03.2025 10:16:55;17.07.2025 18:04:00;20.03.2025 10:16:55;;23.07.2025 05:02:08;43;1;41;1;2;4;;;763;7170;;9;;1017;;;314;;;;;;;;;29;;;https://www.avito.ru/krasnodar/kvartiry/1-k._kvartira_353_m_45_et._7235088695;;https://images.yugregion.net/medium/269/25001347_0_1742413335_rs.jpg, https://images.yugregion.net/medium/269/25001347_1_1742413335_rs.jpg, https://images.yugregion.net/medium/269/25001347_2_1742413335_rs.jpg, https://images.yugregion.net/medium/269/25001347_3_1742413335_rs.jpg, https://images.yugregion.net/medium/269/25001347_4_1742413335_rs.jpg, https://images.yugregion.net/medium/269/25001347_5_1742413335_rs.jpg, https://images.yugregion.net/medium/269/25001347_6_1742413336_rs.jpg;Телефон: 9180261196;99150
